ArticleId,SentenceNumber,Sentence,Propaganda
111111137,19,"It allows school personnel to be armed, subject to school district approval and specialist training ",no
111111137,20,Classroom teachers are excluded from carrying arms unless they have a security forces background ,no
111111137,21,"Bans devices, such as bump stocks, that modify a semi-automatic weapon to fully automatic ",no
111111137,22,Raises mental health funding and increases the power to seize or ban guns under mental health concerns ,no
111111137,23,"The legislation does not include a ban on the sale of assault-style weapons like the AR-15, despite it being a key demand of Parkland students and their parents. ",no
111111137,25,Florida law already mandates a three-day waiting period for the purchase of a handgun but a person as young as 18 can buy a rifle with no waiting period. ,no
111111137,26,The Republican-controlled House debated the bill for about eight hours on Wednesday before voting 67-50 in favour. ,no
111111137,28,Has the move been welcomed? ,no
111111137,31,"He said: ""We know that when it comes to preventing future acts of school violence, today's vote is just the beginning of our journey."" ",no
111111137,34,Florida now joins at least six other states in allowing school employees to carry firearms. ,no
111111137,36,"Following the Parkland shooting, many surviving students had lobbied politicians for greater gun control. ",no
111111137,38,Gun control activists will hope the Florida measures will be a turning point in their battle with the powerful National Rifle Association and others who defend firearms ownership under the Second Amendment of the US constitution. ,no
111111137,40,"On the day the vote passed, a 17-year-old woman student was killed in a suspected accidental shooting at a high school in Alabama. ",no
111111137,42,What happens now? ,no
111111137,43,"Governor Rick Scott will need to sign the bill, known as the Marjory Stoneman Douglas High School Public Safety Act, into law. ",no
111111137,45,It will automatically become law within 15 days unless he vetoes it. ,no
111111137,47,"Mr Scott has not yet said he will back it, telling reporters he would ""review the bill line by line"" and consult victims' families. ",no
111111137,49,He has previously said he opposes US President Donald Trump's call to arm teachers. ,no
111111137,50,He had also previously opposed increasing the purchase age from 18 to 21. ,no
694327499,1,Wait! ,no
694327499,2,Wait! ,no
694327499,3,It’s all a MISTRANSLATION! ,no
694327499,6,Yet conscience can do more than recognize that a given situation does not correspond objectively to the overall demands of the Gospel. ,no
694327499,7,"It can also recognize with sincerity and honesty what for now is the most generous response which can be given to God, and come to see with a certain moral security that it is what God himself is asking amid the concrete complexity of one’s limits, while yet not fully the objective ideal. ",no
694327499,8,"In other words, the conscience can “inform” a sinner that his continued sinning is not only acceptable to God but is even what God is asking “for now,” given one’s particular “limits.” This outrageous proposition, a form of situation ethics that strikes at the very foundation of Catholic moral teaching, has justly provoked a storm of criticism from lay and clerical defenders of the authentic Magisterium. ",no
694327499,10,"But it’s all a misunderstanding, say Dr. Robert Fastiggi, professor of Systematic Theology at Sacred Heart Major Seminary, and Dr. ",no
694327499,11,"Dawn Eden Goldstein, S.T.D., professor of Dogmatic Theology at Holy Apostles College and Seminary. ",no
694327499,13,Dr. Robert Fastiggi and Dr. ,no
694327499,14,Dawn Goldstein ,no
694327499,15,Here we go again. ,no
694327499,16,So what does the Latin say? ,no
694327499,17,Here is the paragraph in the official Latin: ,no
694327499,18,"Haec autem conscientia agnoscere potest non modo statum quendam ab universali Evangelii mandato obiective dissidere; etiam sincere honesteque agnoscere poteste quod sit liberale responsum in praesenti Deo reddendum atque eadem conscientia firma quadam morali certitudine intellegere illam esse oblationem quam ipse Deus requirit inter rerum impedientium congeriem, quamvis perfectum nondum sit obiectivum exemplar. ",no
694327499,19,"Yes, and so what? ",no
694327499,20,"Well, according to Fastiggi and Goldstein, while the English translation reads: “what for now is the most generous response which can be given to God,” the Latin employs the word oblationem, which means offering. ",no
694327499,21,"So, What the Pope Really Means® is: “what for now is the most generous offering which can be given to God.” So, it’s an offering to God, not a response to God. ",no
694327499,22,Big difference. ,no
694327499,24,But just a moment: how can objectively immoral behavior ever be characterized as an “offering” to God? ,no
694327499,25,It would seem the Latin version has graver implications than the English because it suggests that falling short of what the moral law requires is an oblation pleasing to God if one’s “limits” make obedience to the moral law difficult. ,no
694327499,29,Fastiggi and Goldstein have managed to make the problem even worse in their attempt to explain it away. ,no
694327499,31,"What about the English locution “while yet not fully the objective ideal,” which seems to reduce the negative precepts of the natural law to mere ideals? ",no
694327499,32,"Not so, Fastiggi and Goldstein contend. ",no
694327499,35,Give. ,no
694327499,36,Me. ,no
694327499,37,A. ,no
694327499,38,Break. ,no
694327499,39,"A pattern or model to follow is an ideal, as a standard Latin dictionary confirms with its definition of exemplar: “(1) copy/reproduction, (2) model, pattern, example, original, ideal. ",no
694327499,40,"Likewise, the definition of the English word “exemplar” is simply: “an ideal model.” ",no
694327499,42,Here too Fastiggi and Goldsetein only worsen the problem they try to explain away. ,no
694327499,43,For if moral behavior is now to be viewed as merely “exemplary” rather than divinely mandated by the natural law that binds all men—including Thou Shalt Not Commit Adultery—then basic morality becomes a kind of heroic virtue. ,no
694327499,44,"Thus, continence cannot realistically be expected, at least “for now” (AL 303), of the average Joe or Jane with an “ex” who has “remarried” and is now mired in the “concrete complexity one’s limits.” ",no
694327499,47,"According to their proposed “alternate translation” into English, What the Pope Really Means® is that objectively immoral behavior one feels unable to correct due to one’s “limits” is “the offering that God himself is asking amid the mass of impediments, although it may not yet be the perfect objective model.” Which is what the official English translation already says but with fewer words. ",no
694327499,49,It seems Fastiggi and Goldstein are hoping no one will notice that their linguistic tinkering produces no real change in meaning but only an intensification of its perniciousness. ,no
694327499,50,"Indeed, their “proposed alternate translation” reduces the avoidance of adulterous relations in “second marriages” to the “perfect objective model.” Now, how could anyone but a Pharisee expect perfection from people living in adultery? ",no
694327499,51,Are you perfect? ,no
694327499,52,"Then again, the Pharisees are precisely the ones Our Lord condemned for accommodating divorce and remarriage in violation of the natural law. ",no
694327499,54,"And Fastiggi and Goldstein are busily helping it along, changing red signals to green. ",no
694327499,55,No problem here! ,no
694327499,56,has been the mantra of the neo-Catholic establishment for nearly half a century of ecclesial auto-demolition. ,no
694327499,61,"But the Fastiggi-Goldstein interpretation is precisely the contrary of the interpretation Francis has assiduously promoted and which Fastiggi and Goldstein just as assiduously ignore: i.e., that people in “second marriages” do not have to live in continence, but rather—in “certain cases”—may continue their adulterous relations while receiving absolution and Holy Communion during a “process of discernment.” As we know, in his letter to the bishops of Buenos Aires, published on the Vatican website (in response to a query he himself may have solicited), Bergoglio informed them “there is no other interpretation.” ",no
694327499,63,"Moreover, the Maltese bishops' “guidelines” for implementing AL, published in L’Osservatore Romano—for which Bergoglio thanked them—declare thus: ",no
694327499,64,"If, as a result of the process of discernment, undertaken with “humility, discretion and love for the Church and her teaching, in a sincere search for God’s will and a desire to make a more perfect response to it” (AL 300), a separated or divorced person who is living in a new relationship manages, with an informed and enlightened conscience, to acknowledge and believe that he or she are at peace with God, he or she cannot be precluded from participating in the sacraments of Reconciliation and the Eucharist (see AL, notes 336 and 351). ",no
694327499,65,"This Pope’s plan of promulgating a deliberately ambiguous document whose heterodox interpretation and application he would later approve with a series of sub-magisterial winks and nods, both oral and written, is the reason I signed onto the Correctio Filialis. ",no
694327499,66,See the piece by Joseph Shaw in this regard. ,no
694327499,68,Shaw maintains that AL can be “bent into some kind of orthodoxy.” Perhaps. ,no
694327499,69,But it is not our responsibility to bend a Pope’s statements into conformity with the Faith. ,no
694327499,70,"Moreover, any Pope who promulgates a document that can be read as orthodox only by a forced interpretation imposed by certain readers—while others disagree—has by that very fact inflicted grave harm upon on the Church, which he alone has the duty to correct. ",no
694327499,71,"But Francis, as any reasonable observer can see, has no intention of offering any such correction. ",no
694327499,73,As Shaw observes of AL: “What we [the signers of the Correctio] are saying is that it has become clear that orthodoxy is not what Pope Francis wants us to find there.” ,no
694327499,76,"But Bergoglio wants the effects of heresy—undermining Holy Matrimony, Confession and Holy Communion, whose integrity is affirmed verbally—without the guilt of an explicit promulgation. ",no
694327499,77,"In so acting, he is very much in the mold of Honorius I, who was posthumously anathematized by an ecumenical council (the Third Council of Constantinople) and by his own successor (Leo II) for aiding and abetting the spread of the Monothelite heresy (no human but only a divine will in Christ). ",no
694327499,78,"Honorius did so by means of private correspondence with the author of the heresy, endorsing the heresy without ever formally proclaiming it as doctrine. ",no
694327499,79,And yet Honorius I is listed in the canon of the Popes and is not considered to have fallen from office on account of heresy. ,no
694327499,80,"A similar judgment might well befall this Pope, but it is not for us to level it. ",no
694327499,82,"Meanwhile, as Fastiggi and Goldstein labor to convince us that nothing is amiss with AL, Pope Bergoglio is sending clear signals of concern about the rising opposition among the faithful to his master plan to subvert the Church according to his false notion of mercy. ",no
694327499,83,"In a classic power move, he has just given a sop to Cardinal Burke, the perceived leader of the opposition, by appointing him to a minor position on the Apostolic Signatura—the same tribunal from which Bergoglio brutally removed him as Prefect. ",no
694327499,84,"And this after also humiliating Burke as the spiritual patron of the Knights of Malta, to which he was exiled after his removal. ",no
694327499,86,"Will this sop buy Burke’s silence, staving off the feared public correction? ",no
694327499,87,We will soon know if the Cardinal can be bought so easily. ,no
694811415,3,This report was originally published by Paul Joseph Watson at Infowars.com ,no
694811415,5,"The man, a former Marine who called himself Rick, says he was Paddock’s neighbor between December 2015 and June 2016 in Mesquite, Nevada. ",no
694811415,7,"“He never even told me that he owned a gun,” continued the shooter’s neighbor, adding that Paddock did not express any religious or political opinions during their conversations. ",no
694811415,9,"The caller mentioned how some people in the crowd were warned 45 minutes before the shooting that they were going to die, suggesting that this was evidence of a wider plot and not a “lone wolf” attack. ",no
694811415,10,"As a firearms expert, he also questioned the lack of flashes coming from the hotel windows where the shooter was supposedly firing from. ",no
694811415,11,Rick said he had already contacted the Clark County Sheriff’s Office to relay all the information he knew. ,no
694811415,13,"If Paddock was planning such a sophisticated operation and hoping to evade detection, he would not be blabbing details about it to his neighbors. ",no
694811415,14,"However, the neighbor’s claims are certain to attract more attention given that no specific motive has yet to be uncovered for the shooting. ",no
694811415,15,What do you think? ,no
694811415,16,Let us know in the comments below. ,no
694811415,17,SUBSCRIBE on YouTube: ,no
694811415,18,Follow on Twitter: Follow @PrisonPlanet ,no
694811415,19,Facebook: https://www.facebook.com/PaulJosephWatson/ ,no
694811415,20,********************* ,no
694811415,21,Paul Joseph Watson is the editor at large of Infowars.com and Prison Planet.com. ,no
695108099,1,Receipt Shows Paddock Had Another Guest in His Room Before Shooting ,no
695108099,3,This report was originally published by Paul Joseph Watson at Infowars ,no
695108099,4,An image posted on Facebook by a man who claims he served Stephen Paddock room service shows that the gunman was with a guest during his time at the Mandalay Bay hotel four days before the massacre took place. ,no
695108099,5,"The receipt shows an employee named Antonio served two guests an “IRA_MB,” which means “In Room Dining, Mandalay Bay.” ",no
695108099,6,The table number is “32135” – which equates to Paddock’s room number (135) on the 32nd floor. ,no
695108099,7,"Paddock ordered a burger, a bagel with cream cheese, a potato soup, one bottle of water and two Pepsis, suggesting that there was another person eating with him in the room. ",no
695108099,8,The receipt shows the number “2” next to the word “Guests”. ,no
695108099,9,"The date on the receipt also says September 27, whereas authorities assert that Paddock checked in the day after on September 28. ",no
695108099,10,Paddock’s guest could not have been his girlfriend Marilou Danley because she was in the Philippines at the time. ,no
695108099,11,"The individual who posted the receipt appears to have deleted it from his Facebook page, although the page still shows that he works at Mandalay Bay Resort and Casino. ",no
695108099,12,"Another source told Laura Loomer that the gunman actually checked in on September 25, three days before authorities said he did. ",no
695108099,13,Source who works at @MandalayBay said #StephenPaddock had the suite since Sep. 25th. ,no
695108099,14,Why did police lie and say he checked in on Sep. 28th? ,no
695108099,15,"pic.twitter.com/WivxGRqB6W — Laura Loomer (@LauraLoomer) October 4, 2017 ",no
695108099,16,Authorities must surely now be on the hunt for whoever Paddock dined with in order to ascertain whether this individual was involved in the plot and whether or not it was the same woman who reportedly told concert-goers they were “going to die” 45 minutes before the shooting took place. ,no
695108099,17,SUBSCRIBE on YouTube: ,no
695108099,18,Follow on Twitter: Follow @PrisonPlanet ,no
695108099,19,Facebook: https://www.facebook.com/PaulJosephWatson/ ,no
695108099,20,********************* ,no
695108099,21,Paul Joseph Watson is the editor at large of Infowars.com and Prison Planet.com. ,no
695833178,3,Over the last few days the alternative media has spent countless hours conducting their own investigations into what actually happened during the mass shooting in Las Vegas that left 59 dead and over 500 injured. ,no
695833178,8,"The picture “proves FBI misled public about #StephenPaddock’s check in date,” Loomer Tweeted. ",no
695833178,9,EXCLUSIVE PICS: LV Shooter’s car; @FBI note inside @MandalayBay valet center proves FBI misled public about #StephenPaddock‘s check in date. ,no
695833178,10,"pic.twitter.com/sotjwX3o0i — Laura Loomer (@LauraLoomer) October 6, 2017 ",no
695833178,11,"Shockingly, another Tweet by Loomer also revealed that the license plate numbers given out by police after the horrific shooting DO NOT match the actual license plate of Paddock’s vehicle. ",no
695833178,12,Law enforcement and @FBI misled the public about #Paddock‘s check in date and also provided public & media w/ wrong license plate number. ,no
695833178,13,"pic.twitter.com/y9hS6GqdKI — Laura Loomer (@LauraLoomer) October 6, 2017 ",no
695833178,14,"That’s right, photographic evidence from inside the hotel parking garage has confirmed that the FBI, along with state and local police, specifically lied about key details of the shooting. ",no
695833178,16,Keep in mind that at least four videos from the scene of the shooting have already been released that indicate there were multiple shooters. ,no
695833178,17,"In fact, there are so many unanswered questions that the Drudge Report even linked to an article asking them directly. ",no
695833178,19,"And if Paddock really did act alone and this evidence is some sort of mistake, there is surely video footage proving so. ",no
695833178,20,Notice #StephenPaddock‘s van was last parked right next to a security camera inside “Garage East” @MandalayBay. ,no
695833178,21,There is definitely footage. ,no
695833178,22,"https://t.co/L1caGn6uqw — Laura Loomer (@LauraLoomer) October 6, 2017 ",no
695833178,23,It is also important to note that Paddock’s brother Eric has conducted a series of bizarre interviews that have led to even more questions about what actually happened in Las Vegas and what Paddock’s role was in the worst mass shooting in American history. ,no
696246189,1,‘Suicide Note’ Seen in Vegas Shooter’s Hotel Room ,no
696246189,3,"A mysterious piece of paper discovered last week, when photos from the Las Vegas gunman’s hotel room were leaked to the media, is now back in the news cycle. ",no
696246189,4,The pictures were published by numerous news outlets and shared by millions of people on social media. ,no
696246189,5,"At the time the photos were published by the Daily Mail, police had not mentioned if Paddock left behind a note in his hotel room. ",no
696246189,6,Nevada Sheriff Joe Lombardo said police were investigating who leaked the crime scene photos. ,no
696246189,7,"In one photo in particular, a white piece of paper or notepad on a side table next to a chair is visible, which caused some to speculate that it may have been a suicide note. ",no
696246189,9,Buy Silver at Discounted Prices ,no
696246189,10,"Scumbag shooter Stephen Paddock LEFT A NOTE, see new pics from inside hotel room! ",no
696246189,11,WHY IS MEDIA NOT REPORTING THIS? ,no
696246189,13,The #StephenPaddock suicide note that the govt. ,no
696246189,14,is hiding from us. ,no
696246189,15,"pic.twitter.com/z3JRAE80z6 — RAMZPAUL (@ramzpaul) October 3, 2017 ",no
696246189,16,It appears the Las Vegas Shooter left a suicide note. ,no
696246189,17,"pic.twitter.com/ATtPMR6cUN — STUMP 4 TRUMP (@Stump4TrumpPAC) October 3, 2017 ",no
696246189,18,"On Thursday, investigators revealed that the note in the photo was not, in fact, a suicide note but neglected to provide further details about the purpose of the note. ",no
696246189,19,"In their first in-depth interview, which will air on CBS Sunday evening, the officers who stormed Stephen Paddock’s hotel room revealed new details to 60 Minutes that finally explain what was written on the mysterious note. ",no
696246189,20,"“I could see on it he had written the distance, the elevation he was on, the drop of what his bullet was gonna be for the crowd,” said Officer Dave Newton from the Las Vegas Police in a preview clip of Sunday’s report. ",no
696246189,21,“So he had that written down and figured out so he would know where to shoot to hit his targets from there.” ,no
696246189,22,Paddock’s note was clearly not a suicide letter. ,no
696246189,23,"Rather, it detailed bullet trajectory and included calculations about where he needed to aim his weapons to maximize accuracy and optimize his kill rate. ",no
696246189,24,Investigators have also been looking for a ‘mystery woman’ who was seen with Stephen Paddock in the days leading up to the Las Vegas shooting. ,no
696246189,25,"According to ABC News, the ‘mystery woman’ everyone on the internet was talking about has been identified. ",no
696246189,29,As ABC reported Friday evening: ,no
696246189,30,"“Meantime, investigators are still trying to figure out whether Paddock acted alone. ",no
696246189,31,"Authorities believe he may have had an accomplice, based on the elaborate planning on Sunday night’s rampage. ",no
696246189,34,"Though more details are being released each day, Paddock’s motives remain unclear. ",no
696264594,1,The American Jewish Historical Society Hosts Destroy Israel Event ,no
696264594,3,"Daniel Greenfield, a Shillman Journalism Fellow at the Freedom Center, is an investigative journalist and writer focusing on the radical left and Islamic terrorism. ",no
696264594,4,The American Jewish Historical Society was founded to study and preserve Jewish history. ,no
696264594,6,The fruits of the AJHS and JVP partnership have been a series of events attacking Israel. ,no
696264594,7,Coming up in late October is “The Balfour Declaration: Support for a Jewish Homeland or Jewish State?” ,no
696264594,8,"The two speakers are Robert Herbst, the coordinator of the Westchester chapter of JVP, and Jonathan Kuttab, who advocates a one-state solution for eliminating Israel. ",no
696264594,13,"He has claimed that the ""Jewish community gradually consolidated its power, wealth, and influence in all sectors of society"" especially in ""crucial sectors like banking, finance, media” where ""their influence both as individuals and an organized community far exceeded their numbers"" and that their power strengthens “conspiracy theories about ‘Jewish control’ that are reminiscent of the infamous “’Protocols of the Elders of Zion.’” ",no
696264594,14,Robert Herbst and Jonathan Kuttab are both supporters of a one-state plan for eliminating Israel. ,no
696264594,15,"The American Jewish Historical Society is co-sponsoring a JVP anti-Israel event by two opponents of Israel, one of whom has defended Hamas. ",no
696264594,16,"An organization that hands out the Emma Lazarus Award, named after a passionate Zionist, at its posh dinners is hosting attacks on the existence of Israel. ",no
696264594,17,"The “Jewish Homeland” or “Jewish State” argument is a hook for contending that the Balfour Declaration didn’t endorse Israel, but some sort of Jewish Bantustan within a Muslim country. ",no
696264594,18,That worked so well for the Christians and Jews of the Middle East. ,no
696264594,19,The American Jewish Historical Society is not only co-sponsoring a one-state event by an anti-Israel hate group. ,no
696264594,20,But it’s also hosting it at the Center for Jewish History’s headquarters. ,no
696264594,21,AJHS is a component of the Center for Jewish History. ,no
696264594,22,"And the partnership between AJHS and JVP sheds light on the controversy over the appointment of David N. Myers, an anti-Israel activist, to head the Center for Jewish History. ",no
696264594,23,"During the Myers controversy, the Center took pains to disassociate Myers and themselves from JVP because a JVP handout had listed him as a “JVP Academic Advisory Board Member.” But in reality the Center, through AJHS, has an ongoing relationship with JVP. ",no
696264594,24,The Balfour event was not AJHS’ only partnership with JVP. ,no
696264594,25,"In December, the AJHS will feature “Rubble Rubble”, a play by Dan Fishback based on his trip to Israel. ",no
696264594,26,Fishback is a BDS supporter and a member of the JVP Artists Council. ,no
696264594,27,His goal is to “normalize Jewish anti-Zionism”. ,no
696264594,28,AJHS and JVP members get discounted admission. ,no
696264594,29,The venue is once again the Center for Jewish History. ,no
696264594,30,Specifically the Leo and Julia Forchheimer Auditorium at CJH. ,no
696264594,31,Leo Forchheimer’s philanthropy had left its mark on Israel. ,no
696264594,32,What would he think if he knew the anti-Israel purposes that CJH is putting his gift to? ,no
696264594,36,AJHS will claim that it is only offering different perspectives. ,no
696264594,37,"But when it comes to Israel, there’s only one perspective. ",no
696264594,38,“Balfour” and “Rubble Rubble” are to be part of AJHS’ “1917: How One Year Changed the World”. ,no
696264594,39,"The exhibition is supposed to cover WWI, the Bolshevik Revolution, and the Balfour Declaration. ",no
696264594,40,But the only Balfour program on the list questions whether Israel should even exist. ,no
696264594,41,The exhibition closes with Fishback’s anti-Israel agenda. ,no
696264594,42,And these are the only listed AJHS programs that focus on Israel. ,no
696264594,43,JVP is also the only organization that AJHS chooses to partner with on political events. ,no
696264594,44,The American Jewish Historical Society appears to be uninterested in holding any pro-Israel events. ,no
696264594,45,It’s uninterested in partnering with pro-Israel groups. ,no
696264594,46,Instead it’s providing a forum for a BDS hate group. ,no
696264594,47,And it’s no mystery why. ,no
696264594,48,The AJHS Academic Council is packed with anti-Israel activists. ,no
696264594,49,"Lila Corwin-Berman, the chair of the AJHS Academic Council who also serves on its board of trustees, is a member of the Open Hillel Academic Council. ",no
696264594,50,"Open Hillel seeks to ""open"" the campus group to BDS and other anti-Israel views. ",no
696264594,51,"Berman has defended the anti-Israel hate group IfNotNow, which employs JVP tactics, and condemned efforts to fight BDS. ",no
696264594,52,She signed a petition in support of BDS activists being allowed to enter Israel. ,no
696264594,53,"Other AJHS Academic Council members who signed the pro-BDS activist petition include Ari Kelman, Riv-Ellen Prell, Deborah Dash Moore, Rachel Kranson, Libby Garland and Kirsten Fermaglich. ",no
696264594,54,"When we look at what is going on in CJH’s components like the AJHS, the elevation of David N. Myers to head CJH is unsurprising. ",no
696264594,55,Myers is a symptom of the problem. ,no
696264594,56,As is AJHS’s partnership with JVP. ,no
696264594,57,A great deal of shocking behavior is taking place inside Jewish organizations whose inner workings most people in the Jewish community generally pay very little attention to. ,no
696264594,58,"Unlike CJH, the American Jewish Historical Society is an organization that dates back to the 19th century. ",no
696264594,60,And yet it’s inescapable. ,no
696264594,62,The radical anti-Israel left will not be satisfied with embedding “moderate” opposing voices into Jewish organizations. ,no
696264594,63,Instead it seeks to normalize the furthest extremes of anti-Israel hatred. ,no
696264594,64,And it will not be satisfied with anything less. ,no
696264594,65,"During the Myers controversy, defenders of his appointment, including some figures named here, claimed that it was an issue of apolitical scholarship. ",no
696264594,67,The anti-Israel leftists at the AJHS are clearly not leaving their politics at home. ,no
696264594,68,And support for them and for Myers cannot be distinguished from support for their views. ,no
696264594,69,Not when JVP is at AJHS. ,no
696264594,71,Sometimes the choices are murky. ,no
696264594,72,Other times they are simple and easy. ,no
696264594,73,"When the American Jewish Historical Society hosts and co-sponsors an event by a BDS hate group attacking the existence of Israel and featuring a speaker who had defended terrorism and anti-Semitism, the choice becomes easy. ",no
696264594,75,"As the anti-Israel radicalism of the left grows, such choices will become even more obscenely simple. ",no
696264594,76,But they will not be any less difficult. ,no
696264594,77,Opposing the anti-Israel left makes many important enemies and wins few friends. ,no
696264594,78,"The anti-Israel left has built networks that can blacklist, smear and silence almost anyone in an academic field. ",no
696264594,79,Speaking out against hate is easiest when it’s weakest. ,no
696264594,80,It’s hardest when it’s strongest. ,no
696264594,81,"When we think about Nazi Germany, we remember those who spoke out. ",no
696264594,82,We don’t remember those who were too intimidated and uncertain to rise against anti-Semitism when they saw it and heard it. ,no
696264594,83,History tells us why so many people are afraid to do the right thing when it counts. ,no
696264594,84,It also tells us how irrelevant history makes them. ,no
696264594,85,"There are lessons here for the Center for Jewish History and the American Jewish Historical Society, for those on the inside who see the corruption of their organizations every day and for those on the outside who are worried about speaking up. ",no
696264594,86,There are lessons here for all of us. ,no
696264594,87,"If you can’t speak out against the American Jewish Historical Society’s partnership with a hate group linked to a literal blood libels and a speaker who defends Hamas, when will your voice be heard? ",no
696694316,1,Tea With the Curate: The Attack on Marriage is an Attack on Christ in the Eucharist ,no
696694316,3,"Pope Paul VI’s 1965 encyclical on the Eucharist, “Mysterium Fidei,” was the first place I saw anyone say that the body and blood, soul and complete divinity of Christ was actually present in the consecrated species. ",no
696694316,4,"Having been raised in Remi de Roo’s Victoria in the 1970s, I had naturally never heard anything at all about the Eucharist. ",no
696694316,5,The understanding that Catholics believed what they believe about it came as a bit of a shock. ,no
696694316,6,(Read the full document here. ) ,no
696694316,8,"Published just three months before the close of Vatican II and just as Annibale Bugnini was cranking open the floodgates of his never-ending stream of liturgical alterations, Mysterium Fidei is now an important marker of a critical turning point in Catholic history, perhaps the most important of modern times. ",no
696694316,11,"Therefore, we earnestly hope that the restored sacred liturgy will bring forth abundant fruits of eucharistic devotion, so that the Holy Church, under this saving sign of piety, may make daily progress toward perfect unity and may invite all Christians to a unity of faith and of love, drawing them gently, thanks to the action of divine grace. ",no
696694316,12,"But in 1983 at the start of my personal investigations into the Catholic religion, I knew nothing of any of that. ",no
696694316,13,"The encyclical, the very first I ever read, was also a marker for me of a personal turning point. ",no
696694316,14,It was the first time I had ever seen Catholic eucharistic doctrine clearly and – most importantly – unapologetically stated. ,no
696694316,15,"It came right out and said something so astounding, something so completely unlikely, that I had to admit that it left very few logical possibilities. ",no
696694316,16,Like C.S. ,no
696694316,17,"Lewis’s assessment of the claims by Christ of His own divinity, this pope was either mad, bad or telling the plain truth. ",no
696694316,19,"Something that may be much more noteworthy now in our current circumstances than it was the year I read it, is that the pope’s very first quote was not of scripture, but the Council of Trent: ",no
696694316,20,"“At the Last Supper, on the night He was handed over, Our Lord instituted the Eucharistic Sacrifice of His Body and Blood, to perpetuate the sacrifice of the cross throughout the ages until He should come, and thus entrust to the Church, His beloved spouse, the memorial of His death and resurrection: a sacrament of devotion, a sign of unity, a bond of charity, a paschal banquet in which Christ is received, the soul is filled with grace and there is given to us the pledge of future glory.” ",no
696694316,22,"In these words are highlighted both the sacrifice, which pertains to the essence of the Mass which is celebrated daily, and the sacrament in which the faithful participate in Holy Communion by eating the Flesh of Christ and drinking His Blood, receiving both grace, the beginning of eternal life, and the medicine of immortality. ",no
696694316,23,I remember my thoughts upon reading this shocking statement… “By doing what? ,no
696694316,24,!” ,no
696694316,27,What could conceivably be the reason to say anything as wild as this if it weren’t true? ,no
696694316,33,"By the time I read it, I had been through a long, slow transition from a childhood devoted to Our Lady and confirmed in my belief in wonders, to a kind of disappointed practical atheism after three years in a diocesan Catholic parochial school. ",no
696694316,37,What led me to read that particular encyclical is the most clearly identifiable moment of actual grace in my young life to that point. ,no
696694316,38,"It was the first time it occurred to me to investigate, like an anthropologist, what the Church herself said about her teachings. ",no
696694316,39,"While mulling grimly one day over all the wickedness of the Catholic Church, I was pulled up short by a single thought: “I could be wrong.” At 17 it seemed such an unlikely thing to think I was rather shocked. ",no
696694316,40,"But stopping a moment to consider, I realised that I had only ever heard about Catholic things from people who clearly hated the Church; her enemies, in short. ",no
696694316,41,It hardly seemed just to convict on the testimony of these obviously biased witnesses. ,no
696694316,42,"In order to properly and thoroughly condemn the Church, with convincing due diligence, I had to read something about it that didn’t come from her enemies. ",no
696694316,44,"The same day, I presented myself at the reference desk of the public library and asked, “Do you have any books about Catholicism? ",no
696694316,45,"Something official?” The librarian took me to the reference section and showed me the shelves of encyclicals, documents and histories. ",no
696694316,46,Saints and popes from one end of the stacks to the other. ,no
696694316,47,"Having no clear idea what my own question meant, I just picked one at random. ",no
696694316,49,"The description of the Holy Eucharist as the supreme Centre from which all our life as Catholics flow, and from which all other doctrines radiated, was something that was not going to come into my head for another eight years of reading. ",no
696694316,50,"But even so, Mysterium Fidei forced me to face up to a reality I’d never dreamed of before; that this, the little unassuming wafer, was the most important thing in the world. ",no
696694316,52,"Reading through the encyclical again, holding it up next to the current situation in Rome, makes it easier to clarify certain critical issues. ",no
696694316,53,"Given what we are now seeing, consider the poignancy of the following passages: ",no
696694316,54,"When dealing with the restoration of the sacred liturgy, the Fathers of the council, by reason of their pastoral concern for the whole Church, considered it of the highest importance to exhort the faithful to participate actively with sound faith and with the utmost devotion in the celebration of this Most Holy Mystery, to offer it with the priest to God as a sacrifice for their own salvation and for that of the whole world, and to find in it spiritual nourishment. ",no
696694316,57,"Who, reading this passage, does not feel the urge to shout down the years, to do something to stave off the disaster that was coming: ",no
696694316,58,"[W]e are aware of the fact that, among those who deal with this Most Holy Mystery in written or spoken word, there are some who with reference either to Masses which are celebrated in private, or to the dogma of transubstantiation, or to devotion to the Eucharist, spread abroad opinions which disturb the faithful and fill their minds with no little confusion about matters of faith. ",no
696694316,59,"It is as if everyone were permitted to consign to oblivion doctrine already defined by the Church, or else to interpret it in such a way as to weaken the genuine meaning of the words or the recognized force of the concepts involved. ",no
696694316,60,"Keeping Cardinal Ottaviani’s Intervention directly before our thoughts, we read with a strange kind of helpless dread… ",no
696694316,64,[…] ,no
696694316,66,"And therefore, so that the hope aroused by the council, that a flourishing of eucharistic piety which is now pervading the whole Church, be not frustrated by this spread of false opinions, we have with apostolic authority decided to address you, venerable brothers, and to express our mind on this subject. ",no
696694316,67,[1] ,no
696694316,68,Those of us writing similar jeremiads now have been working to clarify that the attack from Rome on the moral doctrine of the Church isn’t about marriage. ,no
696694316,69,It’s about the Eucharist and to a lesser extent the priesthood. ,no
696694316,74,This knowledge – that the attack is on the Body and Blood of Christ – can also help readers spot their friends in the crowd. ,no
